"Bib","Firstname","Surname","NameFormatted","Gender","Nation","Club","Team","ClubTeamFormatted","Chips","EventName","ClassName","GroupdName","RaceName","PointName","PointNumber","Lap","Status","Communique","Penalty","PassingTime","AccumulatedTime","TimeFormatted","NetTime","NetTimeFormatted","TimeSmoothed","TimeSmoothedFormatted","LapTime","LapTimeFormatted","LapNetTime","LapNetTimeFormatted","LapTimeSmoothed","RankTotal","DiffTimeTotal","DiffTimeTotalFormatted","DiffRoundsTotal","RankClass","DiffTimeClass","DiffTimeClassFormatted","DiffRoundsClass","RankGender","DiffTimeGender","DiffTimeGenderFormatted","DiffRoundsGender","Starttime","StarttimeFormatted","Wavestart","WavestartFormatted","IOC Code","SplitTime","SplitRankTotal","SplitRankGender","SplitRankClass","TrendTotal","TrendGender","TrendClass","Region","Points","SplitKm","SplitSpeed","RoleKm", "RoleFinish","ValidationTime","ValidationTimeFormatted"
74,"Odd Brage","Skog","Odd Brage Skog","M","NO","Mosjøen og Omegn CK","","Mosjøen og Omegn CK","4043881;;","Harstad Enduro Race 2019_FE3","Junior 15-16","Harstad Enduro Junior","Harstad Enduro Race Junior","Mål FE3",2,1,"TIME","","","2019-08-25T12:23:42.2580000",267100,"4:27.1",267100,"4:27.1",267100,"2019-08-25T12:23:42.2580000",267100,"4:27.1",267100,"4:27.1",267100,1,0,"0:00.0",0,1,0,"0:00.0",0,1,0,"0:00.0",0,"2019-08-25T12:19:15.132000","12:19:15","","","NOR",267100,0,0,0,0,0,0,"NCF Region Midt",0,0,0,0,"True",0,0,"4:27.1",0,"no",0,""
75,"Thomas","Hansen","Thomas Hansen","M","NO","Harstad CK","","Harstad CK / Hatstad Cykelklubb","4047528;;","Harstad Enduro Race 2019_FE3","Junior 15-16","Harstad Enduro Junior","Harstad Enduro Race Junior","Mål FE3",2,1,"TIME","","","2019-08-25T12:24:52.4990000",415500,"6:55.5",415500,"6:55.5",415500,"2019-08-25T12:24:52.4990000",415500,"6:55.5",415500,"6:55.5",415500,2,148400,"2:28.4",0,2,148400,"2:28.4",0,2,148400,"2:28.4",0,"2019-08-25T12:17:56.999000","12:17:56","","","NOR",415500,0,0,0,0,0,0,"NCF Region Nord",0,0,0,0,"True",0,0,"6:55.5",0,"no",0,""
76,"Sebastian Molund","Enoksen","Sebastian Molund Enoksen","M","NO","Harstad CK","","Harstad CK / Leon Sport","4043980;;","Harstad Enduro Race 2019_FE3","Junior 13-14","Harstad Enduro Junior","Harstad Enduro Race Junior","Mål FE3",2,1,"TIME","","","2019-08-25T12:24:00.1180000",314800,"5:14.8",314800,"5:14.8",314800,"2019-08-25T12:24:00.1180000",314800,"5:14.8",314800,"5:14.8",314800,"",47700,"0:47.7",0,"",0,"0:00.0",0,"",47700,"0:47.7",0,"2019-08-25T12:18:45.240000","12:18:45","","","NOR",314800,"","","","","","","NCF Region Nord",0,0,0,0,"True",0,0,"5:14.8",0,"no",0,""
70,"Ida","Haugsmark","Ida Haugsmark","F","NO","Harstad CK","","Harstad CK","4045357;;","Harstad Enduro Race 2019_FE3","Junior 11-12","Harstad Enduro Junior","Harstad Enduro Race Junior","Mål FE3",2,1,"TIME","","","2019-08-25T12:28:19.1970000",447200,"7:27.2",447200,"7:27.2",447200,"2019-08-25T12:28:19.1970000",447200,"7:27.2",447200,"7:27.2",447200,"",180100,"3:00.1",0,"",0,"0:00.0",0,"",0,"0:00.0",0,"2019-08-25T12:20:51.940000","12:20:51","","","NOR",447200,"","","","","","","NCF Region Nord",0,0,0,0,"True",0,0,"7:27.2",0,"no",0,""
78,"Jakob Dreyer","Holen","Jakob Dreyer Holen","M","NO","","","Narvik Slalåmklubb","4047783;;","Harstad Enduro Race 2019_FE3","Junior 11-12","Harstad Enduro Junior","Harstad Enduro Race Junior","Mål FE3",2,1,"TIME","","","2019-08-25T12:22:13.5690000",332000,"5:32.0",332000,"5:32.0",332000,"2019-08-25T12:22:13.5690000",332000,"5:32.0",332000,"5:32.0",332000,"",64900,"1:04.9",0,"",-115200,"1:55.2",0,"",64900,"1:04.9",0,"2019-08-25T12:16:41.505000","12:16:41","","","NOR",332000,"","","","","","","",0,0,0,0,"True",0,0,"5:32.0",0,"no",0,""
73,"Einar S","Instanes","Einar S Instanes","M","NO","","","Harstad CK","4043956;;","Harstad Enduro Race 2019_FE3","Junior 11-12","Harstad Enduro Junior","Harstad Enduro Race Junior","Mål FE3",2,1,"TIME","","","2019-08-25T12:27:07.9510000",401500,"6:41.5",401500,"6:41.5",401500,"2019-08-25T12:27:07.9510000",401500,"6:41.5",401500,"6:41.5",401500,"",134400,"2:14.4",0,"",-45700,"0:45.7",0,"",134400,"2:14.4",0,"2019-08-25T12:20:26.387000","12:20:26","","","NOR",401500,"","","","","","","",0,0,0,0,"True",0,0,"6:41.5",0,"no",0,""
77,"Roel-Johan","Johansen","Roel-Johan Johansen","M","NO","Lofoten Ekstremsportklubb","","Lofoten Ekstremsportklubb","4048146;;","Harstad Enduro Race 2019_FE3","Junior 13-14","Harstad Enduro Junior","Harstad Enduro Race Junior","Mål FE3",2,1,"TIME","","","2019-08-25T12:25:34.6960000",433100,"7:13.1",433100,"7:13.1",433100,"2019-08-25T12:25:34.6960000",433100,"7:13.1",433100,"7:13.1",433100,"",166000,"2:46.0",0,"",118300,"1:58.3",0,"",166000,"2:46.0",0,"2019-08-25T12:18:21.511000","12:18:21","","","NOR",433100,"","","","","","","NCF Region Nord",0,0,0,0,"True",0,0,"7:13.1",0,"no",0,""
69,"Sigurd Tevik","Klefstad","Sigurd Tevik Klefstad","M","NO","Harstad CK","","Harstad CK","4045977;;","Harstad Enduro Race 2019_FE3","Junior 13-14","Harstad Enduro Junior","Harstad Enduro Race Junior","Mål FE3",2,1,"TIME","","","2019-08-25T12:23:53.9880000",383600,"6:23.6",383600,"6:23.6",383600,"2019-08-25T12:23:53.9880000",383600,"6:23.6",383600,"6:23.6",383600,"",116500,"1:56.5",0,"",68800,"1:08.8",0,"",116500,"1:56.5",0,"2019-08-25T12:17:30.360000","12:17:30","","","NOR",383600,"","","","","","","NCF Region Nord",0,0,0,0,"True",0,0,"6:23.6",0,"no",0,""
71,"Vebjørn","Lunde","Vebjørn Lunde","M","NO","Narvik CK","","Narvik CK","4044335;;","Harstad Enduro Race 2019_FE3","Junior 13-14","Harstad Enduro Junior","Harstad Enduro Race Junior","Mål FE3",2,1,"TIME","","","2019-08-25T12:21:24.0870000",305800,"5:05.8",305800,"5:05.8",305800,"2019-08-25T12:21:24.0870000",305800,"5:05.8",305800,"5:05.8",305800,"",38700,"0:38.7",0,"",-9000,"0:09.0",0,"",38700,"0:38.7",0,"2019-08-25T12:16:18.207000","12:16:18","","","NOR",305800,"","","","","","","NCF Region Nord",0,0,0,0,"True",0,0,"5:05.8",0,"no",0,""
67,"Amund","Røkenes","Amund Røkenes","M","NO","Harstad CK","","Harstad CK","4045969;;","Harstad Enduro Race 2019_FE3","Junior 11-12","Harstad Enduro Junior","Harstad Enduro Race Junior","Mål FE3",2,1,"TIME","","","2019-08-25T12:22:26.3190000",322600,"5:22.6",322600,"5:22.6",322600,"2019-08-25T12:22:26.3190000",322600,"5:22.6",322600,"5:22.6",322600,"",55500,"0:55.5",0,"",-124600,"2:04.6",0,"",55500,"0:55.5",0,"2019-08-25T12:17:03.690000","12:17:03","","","NOR",322600,"","","","","","","NCF Region Nord",0,0,0,0,"True",0,0,"5:22.6",0,"no",0,""
68,"Kajsa","Uttakleiv","Kajsa Uttakleiv","F","NO","Harstad CK","","Harstad CK","4043766;;","Harstad Enduro Race 2019_FE3","Junior 13-14","Harstad Enduro Junior","Harstad Enduro Race Junior","Mål FE3",2,1,"TIME","","","2019-08-25T12:25:04.4590000",328500,"5:28.5",328500,"5:28.5",328500,"2019-08-25T12:25:04.4590000",328500,"5:28.5",328500,"5:28.5",328500,"",61400,"1:01.4",0,"",13700,"0:13.7",0,"",-118700,"1:58.7",0,"2019-08-25T12:19:35.894000","12:19:35","","","NOR",328500,"","","","","","","NCF Region Nord",0,0,0,0,"True",0,0,"5:28.5",0,"no",0,""
80,"Sivert","Uttakleiv","Sivert Uttakleiv","M","NO","","","Harstad CK","4046926;;","Harstad Enduro Race 2019_FE3","Junior 11-12","Harstad Enduro Junior","Harstad Enduro Race Junior","Mål FE3",2,1,"TIME","","","2019-08-25T12:26:24.3640000",383300,"6:23.3",383300,"6:23.3",383300,"2019-08-25T12:26:24.3640000",383300,"6:23.3",383300,"6:23.3",383300,"",116200,"1:56.2",0,"",-63900,"1:03.9",0,"",116200,"1:56.2",0,"2019-08-25T12:20:00.989000","12:20:00","","","NOR",383300,"","","","","","","",0,0,0,0,"True",0,0,"6:23.3",0,"no",0,""
79,"Daniel Aspaker","Hansen","Daniel Aspaker Hansen","M","NO","Harstad CK","","Harstad CK","4046959;;","Harstad Enduro Race 2019_FE3","Junior 11-12","Harstad Enduro Junior","Harstad Enduro Race Junior","Mål FE3",2,1,"DNS","","","0001-01-01T00:00:00.0000000",0,"0:00.0",0,"0:00.0",0,"0001-01-01T00:00:00.0000000",0,"0:00.0",0,"0:00.0",0,"",-267100,"4:27.1",0,"",-447200,"7:27.2",0,"",-267100,"4:27.1",0,"1970-01-01T00:00:00.000000","00:00:00","","","NOR",0,"","","","","","","NCF Region Nord",0,0,0,0,"True",0,0,"0:00.0",0,"no",0,""
72,"Ask","Jørgensen","Ask Jørgensen","M","NO","Harstad CK","","Harstad CK","4047304;;","Harstad Enduro Race 2019_FE3","Junior 13-14","Harstad Enduro Junior","Harstad Enduro Race Junior","Mål FE3",2,1,"DNS","","","0001-01-01T00:00:00.0000000",0,"0:00.0",0,"0:00.0",0,"0001-01-01T00:00:00.0000000",0,"0:00.0",0,"0:00.0",0,"",-267100,"4:27.1",0,"",-314800,"5:14.8",0,"",-267100,"4:27.1",0,"1970-01-01T00:00:00.000000","00:00:00","","","NOR",0,"","","","","","","NCF Region Nord",0,0,0,0,"True",0,0,"0:00.0",0,"no",0,""
