"Bib","Firstname","Surname","NameFormatted","Gender","Nation","Club","Team","ClubTeamFormatted","Chips","EventName","ClassName","GroupdName","RaceName","PointName","PointNumber","Lap","Status","Communique","Penalty","PassingTime","AccumulatedTime","TimeFormatted","NetTime","NetTimeFormatted","TimeSmoothed","TimeSmoothedFormatted","LapTime","LapTimeFormatted","LapNetTime","LapNetTimeFormatted","LapTimeSmoothed","RankTotal","DiffTimeTotal","DiffTimeTotalFormatted","DiffRoundsTotal","RankClass","DiffTimeClass","DiffTimeClassFormatted","DiffRoundsClass","RankGender","DiffTimeGender","DiffTimeGenderFormatted","DiffRoundsGender","Starttime","StarttimeFormatted","Wavestart","WavestartFormatted","IOC Code","SplitTime","SplitRankTotal","SplitRankGender","SplitRankClass","TrendTotal","TrendGender","TrendClass","Region","Points","SplitKm","SplitSpeed","RoleKm", "RoleFinish","ValidationTime","ValidationTimeFormatted"
7,"Edvard","Vea Iversen","Edvard Vea Iversen","M","NO","","","TERRÅK","3199445;;","Harstad Enduro Race 2019_FE2","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE2",2,1,"TIME","","","2019-08-25T11:22:23.3310000",260500,"4:20.5",260500,"4:20.5",260500,"2019-08-25T11:22:23.3310000",260500,"4:20.5",260500,"4:20.5",260500,1,0,"0:00.0",0,1,0,"0:00.0",0,1,0,"0:00.0",0,"2019-08-25T11:18:02.745000","11:18:02","","","NOR",260500,0,0,0,0,0,0,"",0,0,0,0,"True",0,0,"4:20.5",0,"no",0,""
16,"Christoffer Borge","Olsen","Christoffer Borge Olsen","M","NO","Aron Skiklubb","","Aron Skiklubb","3198744;;","Harstad Enduro Race 2019_FE2","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE2",2,1,"TIME","","","2019-08-25T11:28:30.7150000",267900,"4:27.9",267900,"4:27.9",267900,"2019-08-25T11:28:30.7150000",267900,"4:27.9",267900,"4:27.9",267900,3,7400,"0:07.4",0,2,7400,"0:07.4",0,3,7400,"0:07.4",0,"2019-08-25T11:24:02.753000","11:24:02","","","NOR",267900,0,0,0,0,0,0,"NCF Region TeVeBu",0,0,0,0,"True",0,0,"4:27.9",0,"no",0,""
34,"Tord","Nese","Tord Nese","M","NO","","","Tromsø Enduro/Bjørn Bygg","3926326;;","Harstad Enduro Race 2019_FE2","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE2",2,1,"TIME","","","2019-08-25T11:41:18.1350000",271000,"4:31.0",271000,"4:31.0",271000,"2019-08-25T11:41:18.1350000",271000,"4:31.0",271000,"4:31.0",271000,4,10500,"0:10.5",0,3,10500,"0:10.5",0,4,10500,"0:10.5",0,"2019-08-25T11:36:47.049000","11:36:47","","","NOR",271000,0,0,0,0,0,0,"",0,0,0,0,"True",0,0,"4:31.0",0,"no",0,""
61,"Martin","Klette","Martin Klette","M","NO","","","BODØ","4048112;;","Harstad Enduro Race 2019_FE2","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE2",2,1,"TIME","","","2019-08-25T11:26:41.0060000",276700,"4:36.7",276700,"4:36.7",276700,"2019-08-25T11:26:41.0060000",276700,"4:36.7",276700,"4:36.7",276700,6,16200,"0:16.2",0,4,16200,"0:16.2",0,6,16200,"0:16.2",0,"2019-08-25T11:22:04.233000","11:22:04","","","NOR",276700,0,0,0,0,0,0,"",0,0,0,0,"True",0,0,"4:36.7",0,"no",0,""
10,"Vidar","Wensel","Vidar Wensel","M","NO","Senja CK","","Senja CK / Enduro","3197001;;","Harstad Enduro Race 2019_FE2","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE2",2,1,"TIME","","","2019-08-25T11:31:05.7200000",276700,"4:36.7",276700,"4:36.7",276700,"2019-08-25T11:31:05.7200000",276700,"4:36.7",276700,"4:36.7",276700,6,16200,"0:16.2",0,4,16200,"0:16.2",0,6,16200,"0:16.2",0,"2019-08-25T11:26:28.944000","11:26:28","","","NOR",276700,0,0,0,0,0,0,"NCF Region Nord",0,0,0,0,"True",0,0,"4:36.7",0,"no",0,""
66,"Håvard","Torvanger","Håvard Torvanger","M","NO","Harstad CK","","Harstad CK","4045910;;","Harstad Enduro Race 2019_FE2","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE2",2,1,"TIME","","","2019-08-25T11:32:13.0590000",277400,"4:37.4",277400,"4:37.4",277400,"2019-08-25T11:32:13.0590000",277400,"4:37.4",277400,"4:37.4",277400,8,16900,"0:16.9",0,6,16900,"0:16.9",0,8,16900,"0:16.9",0,"2019-08-25T11:27:35.591000","11:27:35","","","NOR",277400,0,0,0,0,0,0,"NCF Region Nord",0,0,0,0,"True",0,0,"4:37.4",0,"no",0,""
43,"Einar","Frønum","Einar Frønum","M","NO","Harstad CK","","Harstad CK","3925351;;","Harstad Enduro Race 2019_FE2","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE2",2,1,"TIME","","","2019-08-25T11:41:42.0070000",278300,"4:38.3",278300,"4:38.3",278300,"2019-08-25T11:41:42.0070000",278300,"4:38.3",278300,"4:38.3",278300,9,17800,"0:17.8",0,7,17800,"0:17.8",0,9,17800,"0:17.8",0,"2019-08-25T11:37:03.670000","11:37:03","","","NOR",278300,0,0,0,0,0,0,"NCF Region Nord",0,0,0,0,"True",0,0,"4:38.3",0,"no",0,""
26,"Lasse","Gammel","Lasse Gammel","M","NO","","","KVALØYA","3925377;;","Harstad Enduro Race 2019_FE2","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE2",2,1,"TIME","","","2019-08-25T11:23:14.6730000",285400,"4:45.4",285400,"4:45.4",285400,"2019-08-25T11:23:14.6730000",285400,"4:45.4",285400,"4:45.4",285400,10,24900,"0:24.9",0,8,24900,"0:24.9",0,10,24900,"0:24.9",0,"2019-08-25T11:18:29.272000","11:18:29","","","NOR",285400,0,0,0,0,0,0,"",0,0,0,0,"True",0,0,"4:45.4",0,"no",0,""
12,"Martin","Liane","Martin Liane","M","NO","Harstad CK","","Harstad CK","3197407;;","Harstad Enduro Race 2019_FE2","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE2",2,1,"TIME","","","2019-08-25T11:27:19.4240000",288200,"4:48.2",288200,"4:48.2",288200,"2019-08-25T11:27:19.4240000",288200,"4:48.2",288200,"4:48.2",288200,12,27700,"0:27.7",0,9,27700,"0:27.7",0,12,27700,"0:27.7",0,"2019-08-25T11:22:31.211000","11:22:31","","","NOR",288200,0,0,0,0,0,0,"NCF Region Nord",0,0,0,0,"True",0,0,"4:48.2",0,"no",0,""
40,"Ole-Martin","Kjellmo","Ole-Martin Kjellmo","M","NO","","","BARDUFOSS","3926599;;","Harstad Enduro Race 2019_FE2","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE2",2,1,"TIME","","","2019-08-25T11:31:51.1560000",289500,"4:49.5",289500,"4:49.5",289500,"2019-08-25T11:31:51.1560000",289500,"4:49.5",289500,"4:49.5",289500,13,29000,"0:29.0",0,10,29000,"0:29.0",0,13,29000,"0:29.0",0,"2019-08-25T11:27:01.635000","11:27:01","","","NOR",289500,0,0,0,0,0,0,"",0,0,0,0,"True",0,0,"4:49.5",0,"no",0,""
