"Bib","Firstname","Surname","NameFormatted","Gender","Nation","Club","Team","ClubTeamFormatted","Chips","EventName","ClassName","GroupdName","RaceName","PointName","PointNumber","Lap","Status","Communique","Penalty","PassingTime","AccumulatedTime","TimeFormatted","NetTime","NetTimeFormatted","TimeSmoothed","TimeSmoothedFormatted","LapTime","LapTimeFormatted","LapNetTime","LapNetTimeFormatted","LapTimeSmoothed","RankTotal","DiffTimeTotal","DiffTimeTotalFormatted","DiffRoundsTotal","RankClass","DiffTimeClass","DiffTimeClassFormatted","DiffRoundsClass","RankGender","DiffTimeGender","DiffTimeGenderFormatted","DiffRoundsGender","Starttime","StarttimeFormatted","Wavestart","WavestartFormatted","IOC Code","SplitTime","SplitRankTotal","SplitRankGender","SplitRankClass","TrendTotal","TrendGender","TrendClass","Region","Points","SplitKm","SplitSpeed","RoleKm", "RoleFinish","ValidationTime","ValidationTimeFormatted"
28,"Anders","Røkenes","Anders Røkenes","M","NO","Harstad CK","","Harstad CK","3925328;;","Harstad Enduro Race 2019_FE1","MMaster","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:40:01.9430000",174100,"2:54.1",174100,"2:54.1",174100,"2019-08-25T10:40:01.9430000",174100,"2:54.1",174100,"2:54.1",174100,2,5100,"0:05.1",0,1,0,"0:00.0",0,2,5100,"0:05.1",0,"2019-08-25T10:37:07.795000","10:37:07","","","NOR",174100,0,0,0,0,0,0,"NCF Region Nord",0,2.29,47.71,2.29,"True",47.71,1.267,"2:54.1",1.267,"no",0,""
39,"Stian","Storeng","Stian Storeng","M","NO","Harstad CK","","Harstad CK","3926342;;","Harstad Enduro Race 2019_FE1","MMaster","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:40:42.9940000",192500,"3:12.5",192500,"3:12.5",192500,"2019-08-25T10:40:42.9940000",192500,"3:12.5",192500,"3:12.5",192500,8,23500,"0:23.5",0,2,18400,"0:18.4",0,8,23500,"0:23.5",0,"2019-08-25T10:37:30.468000","10:37:30","","","NOR",192500,0,0,0,0,0,0,"NCF Region Nord",0,2.29,43.21,2.29,"True",43.21,1.401,"3:12.5",1.401,"no",0,""
25,"William","Salminen","William Salminen","M","NO","Harstad CK","","Harstad CK","3924701;;","Harstad Enduro Race 2019_FE1","MMaster","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:41:22.5110000",205200,"3:25.2",205200,"3:25.2",205200,"2019-08-25T10:41:22.5110000",205200,"3:25.2",205200,"3:25.2",205200,14,36200,"0:36.2",0,3,31100,"0:31.1",0,14,36200,"0:36.2",0,"2019-08-25T10:37:57.303000","10:37:57","","","NOR",205200,0,0,0,0,0,0,"NCF Region Nord",0,2.29,40.18,2.29,"True",40.18,1.493,"3:25.2",1.493,"no",0,""
42,"Sindre","Lillehaug","Sindre Lillehaug","M","NO","","","HARSTAD","3926235;;","Harstad Enduro Race 2019_FE1","MMaster","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:54:21.4910000",207600,"3:27.6",207600,"3:27.6",207600,"2019-08-25T10:54:21.4910000",207600,"3:27.6",207600,"3:27.6",207600,16,38600,"0:38.6",0,4,33500,"0:33.5",0,16,38600,"0:38.6",0,"2019-08-25T10:50:53.840000","10:50:53","","","NOR",207600,0,0,0,0,0,0,"",0,2.29,40.18,2.29,"True",40.18,1.511,"3:27.6",1.511,"no",0,""
33,"Bjørn-Ståle","Larsen","Bjørn-Ståle Larsen","M","NO","Lofoten Ekstremsportklubb","","Lofoten Ekstremsportklubb","3911799;;","Harstad Enduro Race 2019_FE1","MMaster","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:37:20.6540000",215000,"3:35.0",215000,"3:35.0",215000,"2019-08-25T10:37:20.6540000",215000,"3:35.0",215000,"3:35.0",215000,21,46000,"0:46.0",0,5,40900,"0:40.9",0,21,46000,"0:46.0",0,"2019-08-25T10:33:45.567000","10:33:45","","","NOR",215000,0,0,0,0,0,0,"NCF Region Nord",0,2.29,38.81,2.29,"True",38.81,1.565,"3:35.0",1.565,"no",0,""
24,"Lars-Erik M.","Solheim","Lars-Erik M. Solheim","M","NO","","","Chickenrun","3926631;;","Harstad Enduro Race 2019_FE1","MMaster","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:55:56.3960000",229300,"3:49.3",229300,"3:49.3",229300,"2019-08-25T10:55:56.3960000",229300,"3:49.3",229300,"3:49.3",229300,26,60300,"1:00.3",0,6,55200,"0:55.2",0,26,60300,"1:00.3",0,"2019-08-25T10:52:07.000000","10:52:07","","","NOR",229300,0,0,0,0,0,0,"",0,2.29,36.35,2.29,"True",36.35,1.669,"3:49.3",1.669,"no",0,""
2,"Frode","Bredesen","Frode Bredesen","M","NO","Harstad CK","","Harstad CK","3194024;;","Harstad Enduro Race 2019_FE1","MMaster","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:55:39.5170000",236600,"3:56.6",236600,"3:56.6",236600,"2019-08-25T10:55:39.5170000",236600,"3:56.6",236600,"3:56.6",236600,28,67600,"1:07.6",0,7,62500,"1:02.5",0,28,67600,"1:07.6",0,"2019-08-25T10:51:42.865000","10:51:42","","","NOR",236600,0,0,0,0,0,0,"NCF Region Nord",0,2.29,35.23,2.29,"True",35.23,1.722,"3:56.6",1.722,"no",0,""
31,"Fred","Olsen","Fred Olsen","M","NO","Harstad CK","","Harstad CK","3924115;;","Harstad Enduro Race 2019_FE1","MMaster","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:59:27.9870000",241500,"4:01.5",241500,"4:01.5",241500,"2019-08-25T10:59:27.9870000",241500,"4:01.5",241500,"4:01.5",241500,31,72500,"1:12.5",0,8,67400,"1:07.4",0,31,72500,"1:12.5",0,"2019-08-25T10:55:26.406000","10:55:26","","","NOR",241500,0,0,0,0,0,0,"NCF Region Nord",0,2.29,34.18,2.29,"True",34.18,1.758,"4:01.5",1.758,"no",0,""
14,"Reidar","Melå Sæterhaug","Reidar Melå Sæterhaug","M","NO","","","Chickenrun","3195294;;","Harstad Enduro Race 2019_FE1","MMaster","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:56:35.8280000",244600,"4:04.6",244600,"4:04.6",244600,"2019-08-25T10:56:35.8280000",244600,"4:04.6",244600,"4:04.6",244600,32,75600,"1:15.6",0,9,70500,"1:10.5",0,32,75600,"1:15.6",0,"2019-08-25T10:52:31.179000","10:52:31","","","NOR",244600,0,0,0,0,0,0,"",0,2.29,34.18,2.29,"True",34.18,1.78,"4:04.6",1.78,"no",0,""
46,"Tommy","Sørensen","Tommy Sørensen","M","NO","Harstad CK","","Harstad CK","3600814;;","Harstad Enduro Race 2019_FE1","MMaster","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:57:29.1350000",249300,"4:09.3",249300,"4:09.3",249300,"2019-08-25T10:57:29.1350000",249300,"4:09.3",249300,"4:09.3",249300,36,80300,"1:20.3",0,10,75200,"1:15.2",0,35,80300,"1:20.3",0,"2019-08-25T10:53:19.801000","10:53:19","","","NOR",249300,0,0,0,0,0,0,"NCF Region Nord",0,2.29,33.19,2.29,"True",33.19,1.814,"4:09.3",1.814,"no",0,""
