"Bib","Firstname","Surname","NameFormatted","Gender","Nation","Club","Team","ClubTeamFormatted","Chips","EventName","ClassName","GroupdName","RaceName","PointName","PointNumber","Lap","Status","Communique","Penalty","PassingTime","AccumulatedTime","TimeFormatted","NetTime","NetTimeFormatted","TimeSmoothed","TimeSmoothedFormatted","LapTime","LapTimeFormatted","LapNetTime","LapNetTimeFormatted","LapTimeSmoothed","RankTotal","DiffTimeTotal","DiffTimeTotalFormatted","DiffRoundsTotal","RankClass","DiffTimeClass","DiffTimeClassFormatted","DiffRoundsClass","RankGender","DiffTimeGender","DiffTimeGenderFormatted","DiffRoundsGender","Starttime","StarttimeFormatted","Wavestart","WavestartFormatted","IOC Code","SplitTime","SplitRankTotal","SplitRankGender","SplitRankClass","TrendTotal","TrendGender","TrendClass","Region","Points","SplitKm","SplitSpeed","RoleKm", "RoleFinish","ValidationTime","ValidationTimeFormatted"
7,"Edvard","Vea Iversen","Edvard Vea Iversen","M","NO","","","TERRÅK","3199445;;","Harstad Enduro Race 2019_FE1","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:35:44.5150000",169000,"2:49.0",169000,"2:49.0",169000,"2019-08-25T10:35:44.5150000",169000,"2:49.0",169000,"2:49.0",169000,1,0,"0:00.0",0,1,0,"0:00.0",0,1,0,"0:00.0",0,"2019-08-25T10:32:55.490000","10:32:55","","","NOR",169000,0,0,1,0,0,0,"",0,2.29,49.78,2.29,"True",49.78,1.23,"2:49.0",1.23,"no",0,""
43,"Einar","Frønum","Einar Frønum","M","NO","Harstad CK","","Harstad CK","3925351;;","Harstad Enduro Race 2019_FE1","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:52:59.6690000",176400,"2:56.4",176400,"2:56.4",176400,"2019-08-25T10:52:59.6690000",176400,"2:56.4",176400,"2:56.4",176400,3,7400,"0:07.4",0,2,7400,"0:07.4",0,3,7400,"0:07.4",0,"2019-08-25T10:50:03.203000","10:50:03","","","NOR",176400,0,0,2,0,0,0,"NCF Region Nord",0,2.29,46.73,2.29,"True",46.73,1.284,"2:56.4",1.284,"no",0,""
34,"Tord","Nese","Tord Nese","M","NO","","","Tromsø Enduro/Bjørn Bygg","3926326;;","Harstad Enduro Race 2019_FE1","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:43:30.1410000",183200,"3:03.2",183200,"3:03.2",183200,"2019-08-25T10:43:30.1410000",183200,"3:03.2",183200,"3:03.2",183200,4,14200,"0:14.2",0,3,14200,"0:14.2",0,4,14200,"0:14.2",0,"2019-08-25T10:40:26.869000","10:40:26","","","NOR",183200,0,0,3,0,0,0,"",0,2.29,45.8,2.29,"True",45.8,1.333,"3:03.2",1.333,"no",0,""
58,"Rickard","Wessberg","Rickard Wessberg","M","SE","","","Consto Nord","4045480;;","Harstad Enduro Race 2019_FE1","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:42:20.0510000",188800,"3:08.8",188800,"3:08.8",188800,"2019-08-25T10:42:20.0510000",188800,"3:08.8",188800,"3:08.8",188800,5,19800,"0:19.8",0,4,19800,"0:19.8",0,5,19800,"0:19.8",0,"2019-08-25T10:39:11.217000","10:39:11","","","SWE",188800,0,0,4,0,0,0,"",0,2.29,44.04,2.29,"True",44.04,1.374,"3:08.8",1.374,"se",0,""
61,"Martin","Klette","Martin Klette","M","NO","","","BODØ","4048112;;","Harstad Enduro Race 2019_FE1","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:47:18.7540000",189000,"3:09.0",189000,"3:09.0",189000,"2019-08-25T10:47:18.7540000",189000,"3:09.0",189000,"3:09.0",189000,6,20000,"0:20.0",0,5,20000,"0:20.0",0,6,20000,"0:20.0",0,"2019-08-25T10:44:09.671000","10:44:09","","","NOR",189000,0,0,5,0,0,0,"",0,2.29,44.04,2.29,"True",44.04,1.376,"3:09.0",1.376,"no",0,""
26,"Lasse","Gammel","Lasse Gammel","M","NO","","","KVALØYA","3925377;;","Harstad Enduro Race 2019_FE1","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:38:08.7150000",189300,"3:09.3",189300,"3:09.3",189300,"2019-08-25T10:38:08.7150000",189300,"3:09.3",189300,"3:09.3",189300,7,20300,"0:20.3",0,6,20300,"0:20.3",0,7,20300,"0:20.3",0,"2019-08-25T10:34:59.316000","10:34:59","","","NOR",189300,0,0,6,0,0,0,"",0,2.29,44.04,2.29,"True",44.04,1.378,"3:09.3",1.378,"no",0,""
40,"Ole-Martin","Kjellmo","Ole-Martin Kjellmo","M","NO","","","BARDUFOSS","3926599;;","Harstad Enduro Race 2019_FE1","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:41:58.5460000",195400,"3:15.4",195400,"3:15.4",195400,"2019-08-25T10:41:58.5460000",195400,"3:15.4",195400,"3:15.4",195400,9,26400,"0:26.4",0,7,26400,"0:26.4",0,9,26400,"0:26.4",0,"2019-08-25T10:38:43.086000","10:38:43","","","NOR",195400,0,0,7,0,0,0,"",0,2.29,42.41,2.29,"True",42.41,1.422,"3:15.4",1.422,"no",0,""
10,"Vidar","Wensel","Vidar Wensel","M","NO","Senja CK","","Senja CK / Enduro","3197001;;","Harstad Enduro Race 2019_FE1","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:43:19.5920000",197600,"3:17.6",197600,"3:17.6",197600,"2019-08-25T10:43:19.5920000",197600,"3:17.6",197600,"3:17.6",197600,10,28600,"0:28.6",0,8,28600,"0:28.6",0,10,28600,"0:28.6",0,"2019-08-25T10:40:01.944000","10:40:01","","","NOR",197600,0,0,8,0,0,0,"NCF Region Nord",0,2.29,42.41,2.29,"True",42.41,1.438,"3:17.6",1.438,"no",0,""
12,"Martin","Liane","Martin Liane","M","NO","Harstad CK","","Harstad CK","3197407;;","Harstad Enduro Race 2019_FE1","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:37:55.5360000",198700,"3:18.7",198700,"3:18.7",198700,"2019-08-25T10:37:55.5360000",198700,"3:18.7",198700,"3:18.7",198700,11,29700,"0:29.7",0,9,29700,"0:29.7",0,11,29700,"0:29.7",0,"2019-08-25T10:34:36.764000","10:34:36","","","NOR",198700,0,0,9,0,0,0,"NCF Region Nord",0,2.29,41.64,2.29,"True",41.64,1.446,"3:18.7",1.446,"no",0,""
3,"Carles","Debart","Carles Debart","M","ES","","","TROMSØ","3194149;;","Harstad Enduro Race 2019_FE1","M Sport 17- 39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:37:33.0530000",199900,"3:19.9",199900,"3:19.9",199900,"2019-08-25T10:37:33.0530000",199900,"3:19.9",199900,"3:19.9",199900,12,30900,"0:30.9",0,10,30900,"0:30.9",0,12,30900,"0:30.9",0,"2019-08-25T10:34:13.093000","10:34:13","","","ESP",199900,0,0,10,0,0,0,"",0,2.29,41.64,2.29,"True",41.64,1.455,"3:19.9",1.455,"es",0,""
